student id,teacher id,assessment,question number,relative question number,question group,points possible,points earned,exam started,exam completed,is honors student,is honors exam,standard,lesson,question_stem,response,score in 3 point scale,cleaned_response
STDT 2426,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-04-21 21:59:00,2022-04-21 22:17:13,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An Astronauts weight is different on the moon than the Earth because the moon is smaller than the Earth. Since the moons mass is smaller there is less gravitational force causing the astronaut to weigh less than on Earth which has more gravitational force. ,2, an astronauts weight is different on the moon than the earth because the moon is smaller than the earth. since the moons mass is smaller there is less gravitational force causing the astronaut to weigh less than on earth which has more gravitational force. 
STDT 2430,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-08-29 14:41:33,2022-08-30 14:37:18,1,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The more gravity there is, the more you weigh. The less gravity there is, the less you weigh.  On the moon, you are going to weigh less because there is less gravity on the earth. You are going to weigh more because there is more gravity. ",2," the more gravity there is, the more you weigh. the less gravity there is, the less you weigh.  on the moon, you are going to weigh less because there is less gravity on the earth. you are going to weigh more because there is more gravity. "
STDT 2431,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-09-09 14:22:25,2022-09-09 14:49:16,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," An astronaut's weight is different on the Moon than it is on the Earth because of the gravitational pull. The astronaut's mass does not change, and the amount of matter he is made up of does not change. What changes is the force of gravity pushing him down. This would be dependent on where he is at. In space, on the Moon, or on another planet. The astronaut will weigh less on the moon than on earth, because Earth is larger than the Moon, has more mass and therefore has more of a gravitational pull. ",2," an astronaut's weight is different on the moon than it is on the earth because of the gravitational pull. the astronaut's mass does not change, and the amount of matter he is made up of does not change. what changes is the force of gravity pushing him down. this would be dependent on where he is at. in space, on the moon, or on another planet. the astronaut will weigh less on the moon than on earth, because earth is larger than the moon, has more mass and therefore has more of a gravitational pull. "
STDT 2432,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-08-13 19:04:50,2020-08-13 19:13:03,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Because the moon has less mass, in turn exerting less gravitational force (the astronaut is lighter.).  ",2," because the moon has less mass, in turn exerting less gravitational force (the astronaut is lighter.).  "
STDT 2433,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-19 09:16:25,2021-08-19 09:40:23,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," An astronaut's weight is different on the moon than it is on Earth because, weight is a measure of mass and gravity. On the moon, there is less of a gravitational pull than on earth. Therefore, causing the astronaut to weigh less. ",2," an astronaut's weight is different on the moon than it is on earth because, weight is a measure of mass and gravity. on the moon, there is less of a gravitational pull than on earth. therefore, causing the astronaut to weigh less. "
STDT 2436,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-01-21 10:44:11,2022-01-21 11:03:31,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," On the moon there is less gravity, so you weigh much less. Gravity causes weight to be much greater. Your mass stays the same.  ",2," on the moon there is less gravity, so you weigh much less. gravity causes weight to be much greater. your mass stays the same.  "
STDT 1443,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-02-07 12:15:49,2022-02-10 16:17:08,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The reason for this is because the gravitational attraction is much less compared to earth. This was discovered by a man named Sir Isaac Newton who did research and discovered this. ,2, the reason for this is because the gravitational attraction is much less compared to earth. this was discovered by a man named sir isaac newton who did research and discovered this. 
STDT 2441,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-06-12 13:19:32,2021-06-12 13:27:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The moon has less mass. Therefore, the gravitational force is weaker.  ",2," the moon has less mass. therefore, the gravitational force is weaker.  "
STDT 2442,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-09-13 19:07:36,2019-09-13 19:13:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",there is a difference in the strength of gravity on the mon,2,there is a difference in the strength of gravity on the mon
STDT 2444,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-18 09:31:45,2021-08-19 09:52:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Astronaut's weight is different on the moon than it is on Earth because there is less gravitational force on the moon.O ,2, astronaut's weight is different on the moon than it is on earth because there is less gravitational force on the moon.o 
STDT 2445,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-09-16 14:24:14,2020-09-16 14:30:10,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut would be lighter on the moon because there is a lot less gravity.   ,2, an astronaut would be lighter on the moon because there is a lot less gravity.   
STDT 2446,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-07-25 14:36:41,2022-08-08 15:52:05,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Our weight is decreased when we get to the moon because the gravity on the moon is less than the gravity on earth.  ,2, our weight is decreased when we get to the moon because the gravity on the moon is less than the gravity on earth.  
STDT 2447,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-03-10 10:50:36,2020-03-10 10:59:33,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because of less gravity the weight decreases but the mass stays the same so it would feel as if you were carrying less.,2, because of less gravity the weight decreases but the mass stays the same so it would feel as if you were carrying less.
STDT 2449,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-01-25 14:57:36,2021-01-25 17:30:32,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The weight is different because the bigger the mass the stronger the gravitational pull and moon is smaller than the earth therefore the gravitational pull is stronger on the earth than the moon.   ,2, the weight is different because the bigger the mass the stronger the gravitational pull and moon is smaller than the earth therefore the gravitational pull is stronger on the earth than the moon.   
STDT 2453,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-08-01 09:50:11,2019-08-01 10:06:57,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",The persons weight would decrease because the gravitational pull is less on the moon than it is on earth.,2,the persons weight would decrease because the gravitational pull is less on the moon than it is on earth.
STDT 2455,TCH 6,01.01 Gravitational Law,65,19,7,4,3,2019-10-11 10:42:41,2019-10-11 10:58:40,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","On Earth, the gravitational force pulls you down with cause you to have weight.in space thers no gravity pulling you down so you have no weight ",2,"on earth, the gravitational force pulls you down with cause you to have weight.in space thers no gravity pulling you down so you have no weight "
STDT 2457,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2022-09-07 19:51:48,2022-09-07 20:36:56,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," I think that it's different because when you're on the moon there is no gravity, and when there is no gravity you get lighter in weight. ",1," i think that it is different because when you are on the moon there is no gravity, and when there is no gravity you get lighter in weight. "
STDT 2459,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-10-25 14:19:43,2020-10-25 14:58:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The astronauts weight is different on the moon than it is on Earth because the moon's gravity is less than the earth. ,2, the astronauts weight is different on the moon than it is on earth because the moon's gravity is less than the earth. 
STDT 2461,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-07-24 11:21:59,2020-07-24 11:31:00,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",An astronaut's weight is different on the moon because weight is the amount of force on an object.So a place with less gravity will have less of a pull on the object and the object will have less weight.,2,an astronaut's weight is different on the moon because weight is the amount of force on an object.so a place with less gravity will have less of a pull on the object and the object will have less weight.
STDT 2462,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-08-19 13:29:26,2020-08-19 14:03:29,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronuats weight is diffrerent on the moon then earth because on earth gravity pulls you down and on the moon its not as much.  ,2, an astronuats weight is diffrerent on the moon then earth because on earth gravity pulls you down and on the moon its not as much.  
STDT 2465,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-02-26 11:16:53,2020-02-26 12:20:06,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," In my own words, astronaut's weight is different on the moon than it is on Earth because. the moon has no gravity but the earth has gravity so a human wood way more than on earth but the moon a human wood weight less than then on earth.",2," in my own words, astronaut's weight is different on the moon than it is on earth because. the moon has no gravity but the earth has gravity so a human wood way more than on earth but the moon a human wood weight less than then on earth."
STDT 2467,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-10-14 11:56:18,2019-10-14 12:16:20,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","since weight changes on location, the astronaut's weight would change because the moon has less gravitational force so their weight would also decrease. ",2,"since weight changes on location, the astronaut's weight would change because the moon has less gravitational force so their weight would also decrease. "
STDT 2468,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-05-10 09:04:31,2021-05-10 10:46:48,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," On Earth our mass is 79 kg and on the mass it's also 79 kg, the Earth as a gravitational pull on us but on the moon astronauts can jump high, it's because his gravitational pull is less than on Earth, but it's mass always stays the same no matter if you're in Jupiter or on Neptune your mass always stays the same, it's like the sun, the Planet orbiting around the sun because it has a massive gravitational pull and that is the reason that Jupiter has 80 moons.  ",2," on earth our mass is 79 kg and on the mass it is also 79 kg, the earth as a gravitational pull on us but on the moon astronauts can jump high, it is because his gravitational pull is less than on earth, but it is mass always stays the same no matter if you are in jupiter or on neptune your mass always stays the same, it is like the sun, the planet orbiting around the sun because it has a massive gravitational pull and that is the reason that jupiter has 80 moons.  "
STDT 2471,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2019-08-13 12:13:43,2019-08-13 12:19:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",An astronaut is further away from the earth where gravity is strong so he weighs less on the moon then on earth due to the gravity and its pull.,1,an astronaut is further away from the earth where gravity is strong so he weighs less on the moon then on earth due to the gravity and its pull.
STDT 2472,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-11-23 15:59:15,2021-11-23 17:16:11,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The moon has less gravity than on earth. So, therefore, the astronauts' weight will feel like it weighs less than it is on earth. Though the mass of the astronaut will stay the same. ",2," the moon has less gravity than on earth. so, therefore, the astronauts' weight will feel like it weighs less than it is on earth. though the mass of the astronaut will stay the same. "
STDT 2473,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-09-11 09:53:40,2020-09-11 10:27:08,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut would weigh less on the moon than he would on Earth because on Earth there is more gravity than there is on the moon. ,2, an astronaut would weigh less on the moon than he would on earth because on earth there is more gravity than there is on the moon. 
STDT 2477,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-09-02 13:31:56,2021-09-02 13:36:55,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Gravity is different on the moon as opposed to Earth because they are different masses.  So the weight is more on Earth because Earth has a bigger mass.   ,2, gravity is different on the moon as opposed to earth because they are different masses.  so the weight is more on earth because earth has a bigger mass.   
STDT 2478,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-09-22 13:36:03,2022-09-22 14:01:17,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because there is  less gravity  on the  moon than  on the earth. ,2, because there is  less gravity  on the  moon than  on the earth. 
STDT 2479,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-24 11:48:34,2021-08-24 12:02:18,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronauts weight is different on the Moon than on Earth because there is less of a gravitational pull which makes the astronauts lighter and it's also how moon jumping is caused when astronauts are on the moon while jumping high in space. ,2, an astronauts weight is different on the moon than on earth because there is less of a gravitational pull which makes the astronauts lighter and it is also how moon jumping is caused when astronauts are on the moon while jumping high in space. 
STDT 2481,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2021-08-19 13:49:06,2021-08-19 14:21:00,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," People's weight will change because the earth has more gravity then the moon. And the moon has less, so the weight on the earth will decrease and on the moon it will increase. ",1," people's weight will change because the earth has more gravity then the moon. and the moon has less, so the weight on the earth will decrease and on the moon it will increase. "
STDT 2484,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-25 10:48:03,2021-08-30 17:26:30,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because there is more gravity on earth an astronaut would weigh more than they would on the moon where there is less gravity. ,2, because there is more gravity on earth an astronaut would weigh more than they would on the moon where there is less gravity. 
STDT 2486,TCH 6,01.01 Gravitational Law,65,19,7,4,3,2022-02-24 16:34:17,2022-02-24 17:37:06,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", i think on the moon you weigh less so its easier to get around ,2, i think on the moon you weigh less so its easier to get around 
STDT 2493,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-09-27 16:34:44,2021-09-27 16:50:10,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," An astronaut's weight on the moon is different from how much they weigh here on earth because the moon has less gravity. Therefore, they will they will lose weight on the moon. ",2," an astronaut's weight on the moon is different from how much they weigh here on earth because the moon has less gravity. therefore, they will they will lose weight on the moon. "
STDT 2494,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-03-08 10:56:41,2022-03-08 12:06:20,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut's weight is less on the moon because there is less gravity than on Earth and weight is the force experienced by an object due to gravity. ,2, an astronaut's weight is less on the moon because there is less gravity than on earth and weight is the force experienced by an object due to gravity. 
STDT 2496,TCH 6,01.01 Gravitational Law,65,19,7,4,0,2021-03-24 13:27:20,2021-03-24 13:36:09,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", because there are diffrent locations that have more gravity then other places ,0, because there are diffrent locations that have more gravity then other places 
STDT 2498,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-02-28 10:47:13,2020-02-28 11:06:57,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Earth haves more gravity and is bigger so you will  weigh more and the moon is smaller in haves less gravity so you will weigh less.,2, earth haves more gravity and is bigger so you will  weigh more and the moon is smaller in haves less gravity so you will weigh less.
STDT 2501,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-08-18 13:46:53,2020-08-18 17:24:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", There is less gravity on the moon than on earth. ,2, there is less gravity on the moon than on earth. 
STDT 2502,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-08-15 10:13:33,2022-08-15 10:18:27,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The astronaut's weight is different on the moon because there is less gravity pulling down ,2, the astronaut's weight is different on the moon because there is less gravity pulling down 
STDT 2503,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-08-10 13:23:55,2022-08-10 13:41:40,1,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The reason why an astronaut's weight is different on the moon then on earth is because the mass of each planet in the solar system affects your weight for example if you went to Jupiter, you would weigh much more on Jupiter than you would on earth so if you went on the moon, you'd weigh much less than you did on earth because Jupiter has more mass than earth and the moon has less.  ",2," the reason why an astronaut's weight is different on the moon then on earth is because the mass of each planet in the solar system affects your weight for example if you went to jupiter, you would weigh much more on jupiter than you would on earth so if you went on the moon, you'd weigh much less than you did on earth because jupiter has more mass than earth and the moon has less.  "
STDT 2505,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2020-08-12 14:48:39,2020-08-12 15:18:48,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut's weight is different because there is no gravity y the moon. And no gravity no weight. ,1, an astronaut's weight is different because there is no gravity y the moon. and no gravity no weight. 
STDT 2506,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-05-06 14:11:06,2020-05-06 14:19:15,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," earth's mass is greater than the moon's, so the gravitational pull will be stronger on earth. the greater the mass, the stronger the pull.",2," earth's mass is greater than the moon's, so the gravitational pull will be stronger on earth. the greater the mass, the stronger the pull."
STDT 2507,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-09-20 19:31:09,2019-09-20 19:57:10,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",The astronauts weight is different on the moon because there is less gravity so it effects the mass of the person and the mass is apart of the weight so the weight decreases.,2,the astronauts weight is different on the moon because there is less gravity so it effects the mass of the person and the mass is apart of the weight so the weight decreases.
STDT 2508,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-08-18 13:59:48,2022-08-18 14:25:17,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", There is more gravity on Earth than on the moon. ,2, there is more gravity on earth than on the moon. 
STDT 2511,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-13 11:31:44,2021-08-13 11:46:52,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Weight is the force of gravity on an object. An astronaut's weight on the moon would be less than it would be on Earth because of the differences of gravity. The weight of an object increases in places with more gravity, so because Earth has more gravity than the moon, an astronaut weighs more on Earth than on the moon. The mass would stay the same, though. ",2," weight is the force of gravity on an object. an astronaut's weight on the moon would be less than it would be on earth because of the differences of gravity. the weight of an object increases in places with more gravity, so because earth has more gravity than the moon, an astronaut weighs more on earth than on the moon. the mass would stay the same, though. "
STDT 2513,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-07-08 14:56:07,2021-07-13 17:57:26,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Our weight on the moon is less than it would be on earth due to a difference of strength of gravity on the moon.      ,2, our weight on the moon is less than it would be on earth due to a difference of strength of gravity on the moon.      
STDT 2515,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-01-28 10:54:19,2020-01-28 11:00:00,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",the astronauts weight is different on the moon than on earth because there is less gravitational pull.,2,the astronauts weight is different on the moon than on earth because there is less gravitational pull.
STDT 2516,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-08-15 09:26:24,2022-08-17 15:10:55,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The gravity is lower on the moon, which means the astronaut weighs less. NM  ",2," the gravity is lower on the moon, which means the astronaut weighs less. nm  "
STDT 2518,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-02-17 17:12:04,2020-02-25 13:44:36,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",Because the moon has less gravitational pull than Earth.,2,because the moon has less gravitational pull than earth.
STDT 2519,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-10-22 14:48:35,2019-10-22 14:55:26,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",Astronaut's weight is different on the moon than it is on Earth because the moon's gravity is less than Earth's gravity.,2,astronaut's weight is different on the moon than it is on earth because the moon's gravity is less than earth's gravity.
STDT 2521,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-09-16 19:28:47,2019-09-17 15:29:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","An astronaut's weight is different on the moon than it is on Earth because there is less gravity on the moon then on earth.  The more gravity you have, they more something weighs.",2,"an astronaut's weight is different on the moon than it is on earth because there is less gravity on the moon then on earth.  the more gravity you have, they more something weighs."
STDT 2522,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-10-07 11:25:00,2021-10-07 12:44:14,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Why an astronaut's weight is different on the moon than it originally was on earth is because the gravitational field on the moon is way less than Earth's. In other words, it's gravitational strength isn't as strong as ours, making it rather loosely compared to Earth. Which is also a reason astronauts can jump way higher on the moon than Earth. ",2," why an astronaut's weight is different on the moon than it originally was on earth is because the gravitational field on the moon is way less than earth's. in other words, it is gravitational strength is not as strong as ours, making it rather loosely compared to earth. which is also a reason astronauts can jump way higher on the moon than earth. "
STDT 2523,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-10-05 13:56:26,2022-10-06 11:08:23,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", A person's weight is different on the moon than it is on Earth because has less gravity than the Earth. ,2, a person's weight is different on the moon than it is on earth because has less gravity than the earth. 
STDT 2524,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2022-04-18 14:02:45,2022-04-18 14:12:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Someone's weight will increase in a place that has more gravity. In a place with less gravity, their weight will lower.  ",1," someone's weight will increase in a place that has more gravity. in a place with less gravity, their weight will lower.  "
STDT 2527,TCH 6,01.01 Gravitational Law,65,19,7,4,1,2021-09-16 12:07:17,2021-09-16 12:24:35,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Weight is the force experienced by objects due to gravity. ,0, weight is the force experienced by objects due to gravity. 
STDT 2528,TCH 6,01.01 Gravitational Law,65,19,7,4,3,2019-09-23 18:21:29,2019-09-23 18:42:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", an astronauts weigh is different than the moon because the moon has no gravity earth does so astronauts are lighter on the moon than on earth,2, an astronauts weigh is different than the moon because the moon has no gravity earth does so astronauts are lighter on the moon than on earth
STDT 2531,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-08-03 10:13:18,2020-08-03 10:23:39,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut weighs less on the moon because there is less gravity on the moon.This is because the moon is smaller than the earth so the gravitational pull is less.,2, an astronaut weighs less on the moon because there is less gravity on the moon.this is because the moon is smaller than the earth so the gravitational pull is less.
STDT 2538,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2019-08-21 09:55:32,2019-08-21 10:04:36,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Astronauts would weigh less on the moon because the moon does not have as much mass as the Earth.,2, astronauts would weigh less on the moon because the moon does not have as much mass as the earth.
STDT 2541,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-08-20 12:19:00,2020-08-20 13:08:20,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", the astrounots weight is not as much because the moon has a smaller gravitaniol pull ,2, the astrounots weight is not as much because the moon has a smaller gravitaniol pull 
STDT 2544,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-23 09:50:55,2021-08-23 10:38:06,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The gravitational force on Earth is greater than that of the Moon, as it is larger than the Moon. This causes your weight to differ between when you're on Earth versus the Moon. ",2," the gravitational force on earth is greater than that of the moon, as it is larger than the moon. this causes your weight to differ between when you are on earth versus the moon. "
STDT 2548,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2020-07-27 12:11:43,2020-07-27 12:17:39,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","Because the Moon has less gravity than our Earth, so an astronaut weighs less on the moon.",2,"because the moon has less gravity than our earth, so an astronaut weighs less on the moon."
STDT 2550,TCH 6,01.01 Gravitational Law,65,19,7,4,0,2019-10-08 12:01:15,2019-10-08 12:40:21,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",litter,0,litter
STDT 2555,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-06-02 22:31:56,2021-06-02 22:45:08,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," There's a difference in the astronaut's weight on the moon than to earth because there is less gravity on the moon than on the earth, so the astronaut is lighter and on the earth there is more gravitational force, so he is really heavy.   ",2," there's a difference in the astronaut's weight on the moon than to earth because there is less gravity on the moon than on the earth, so the astronaut is lighter and on the earth there is more gravitational force, so he is really heavy.   "
STDT 2556,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-09-22 14:34:17,2022-09-22 14:54:38,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The force of gravity is much less on the moon, and weight is force experienced due to gravity.  So when gravity changes, weight changes. ",2," the force of gravity is much less on the moon, and weight is force experienced due to gravity.  so when gravity changes, weight changes. "
STDT 2559,TCH 6,01.01 Gravitational Law,65,19,7,4,2,2021-09-19 18:03:41,2021-09-19 18:12:22,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The earth has a stronger gravitational pull than the moon does, so less gravitational pressure on you. That's why, on earth, you would weigh 130 pounds. On the moon, you'd weigh 20 pounds.  ",1," the earth has a stronger gravitational pull than the moon does, so less gravitational pressure on you. that's why, on earth, you would weigh 130 pounds. on the moon, you'd weigh 20 pounds.  "
STDT 2562,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2022-06-22 14:08:47,2022-06-22 14:44:52,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The astronaut's weight is different on the moon because the moon has less gravity than the earth . ,2, the astronaut's weight is different on the moon because the moon has less gravity than the earth . 
STDT 2567,TCH 6,01.01 Gravitational Law,65,19,7,4,4,2021-08-25 13:41:28,2021-08-25 14:06:45,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",nan,2,nan
